,item, price ,url
414,"Brand New 36"" Jumbo Pry Bar/Breaker Bar", $25.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-36-jumbo-pry-bar/6781851613.html
415,"Brand New 13"" Magnetic Sweeper", $25.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-13-magnetic-sweeper/6781852007.html
416,BRAND NEW 55LB/100lb ANVIL, $120.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-55lb-100lb-anvil/6781849602.html
417,"79pc.r,toolset $70 /  multimeter $15 / 22pc.toolset $20", $79.00 ,https://toronto.craigslist.org/tor/tls/d/79pcrtoolset-70-multimeter-15/6781747405.html
418,Antique BLACKSMITH made hand forged iron BROAD AXE !, $75.00 ,https://toronto.craigslist.org/tor/tls/d/antique-blacksmith-made-hand-forged/6760598383.html
419,Antique Electro Boracic Steel skinning tool !, $25.00 ,https://toronto.craigslist.org/tor/tls/d/antique-electro-boracic-steel-skinning/6760606002.html
420,BRAND NEW ALL SIZES OF STEP DRILL BIT, $8.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-all-sizes-of-step/6781315970.html
421,Air Hammer Composite, $25.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-air-hammer-composite/6781316281.html
422,BRAND NEW 2 WAY HAND RIVETER W/40PC, $10.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-2-way-hand-riveter/6781317027.html
423,"BRAND NEW 6"" GRINDER BUFFER", $130.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-6-grinder-buffer/6781317287.html
424,mini scaffold, $40.00 ,https://toronto.craigslist.org/tor/tls/d/etobicoke-mini-scaffold/6781237075.html
425,wrench set $65.00, $65.00 ,https://toronto.craigslist.org/tor/tls/d/wrench-set-6500/6781126848.html
426,BenQ XGA DLP Multimedia Projector 2700 Lumes 6500 Hours SmartEco 1300, $270.00 ,https://toronto.craigslist.org/tor/ele/d/scarborough-benq-xga-dlp-multimedia/6786237951.html
427,Vacuum Cleaner Bissell Easy Vac Plus Upright/Hand Held, $35.00 ,https://toronto.craigslist.org/tor/app/d/toronto-vacuum-cleaner-bissell-easy-vac/6802632065.html
428,laser level $ 30.00, $30.00 ,https://toronto.craigslist.org/tor/tls/d/laser-level-3000/6780558509.html
429,400 watt inverter $ 50.00, $50.00 ,https://toronto.craigslist.org/tor/tls/d/400-watt-inverter-5000/6780557769.html
430,"Hockey Skates, Gloves, Pants, Shoulder Pads, Shin Guards & More", $30.00 ,https://toronto.craigslist.org/tor/spo/d/east-york-hockey-skates-gloves-pants/6802194074.html
431,used and new Different Brands batteries and chargers - $5 (thorn, $5.00 ,https://toronto.craigslist.org/yrk/tls/d/thornhill-used-and-new-different-brands/6780473480.html
432,Rotring Profil Portable Drawing Board, $80.00 ,https://toronto.craigslist.org/mss/tls/d/rotring-profil-portable-drawing-board/6780332044.html
433,"1/4"" Drywall Screwdriver", $60.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-1-4-drywall-screwdriver/6780293428.html
434,Brand New Pipe Wrench, $6.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-pipe-wrench/6780292903.html
435,BRAND NEW HOOK SPANNER WRENCH, $7.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-hook-spanner-wrench/6780293170.html
436,3/8 / ratchet $15, $15.00 ,https://toronto.craigslist.org/tor/tls/d/3-8-ratchet-15/6780031065.html
437,/PLIER SET $20 / fan blades $ 10 /, $20.00 ,https://toronto.craigslist.org/tor/tls/d/plier-set-20-fan-blades-10/6780030401.html
438,Dual Scale Torque Wrench, $40.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-dual-scale-torque-wrench/6780015278.html
439,Sheet Metal Manual Corner Notcher HN-3/102," $1,059.00 ",https://toronto.craigslist.org/bra/tld/d/burnaby-sheet-metal-manual-corner/6759897106.html
440,KAKA 7-Inch Cast Iron Bead Roller Rotary Former RM-08, $338.00 ,https://toronto.craigslist.org/mss/tld/d/burnaby-kaka-7-inch-cast-iron-bead/6760101860.html
441,Brand New Weekly Digital Timer, $25.00 ,https://toronto.craigslist.org/tor/eld/d/north-york-brand-new-weekly-digital/6799884378.html
442,Toolbox snap on epic," $5,500.00 ",https://toronto.craigslist.org/tor/tls/d/scarborough-toolbox-snap-on-epic/6779960762.html
443,E.MC H-series hand push pneumatic valve Model H533-10H, $30.00 ,https://toronto.craigslist.org/mss/tls/d/mississauga-emc-series-hand-push/6779922783.html
444,METAL 37 COMPARTMENT ORGANIZER, $80.00 ,https://toronto.craigslist.org/tor/hsh/d/scarborough-metal-37-compartment/6799033707.html
445,5 pc. plier set $ 25.00, $25.00 ,https://toronto.craigslist.org/tor/tls/d/5-pc-plier-set-2500/6779814325.html
446,EIZO ColorEdge CG222W Monitor, $299.00 ,https://toronto.craigslist.org/tor/sdp/d/east-york-eizo-coloredge-cg222w-monitor/6776545646.html
447,Dewalt 20v Cordless Impact Driver, $100.00 ,https://toronto.craigslist.org/tor/tls/d/dewalt-20v-cordless-impact-driver/6762428103.html
448,Wiremold Wall Grommet Kit (CMK60), $15.00 ,https://toronto.craigslist.org/tor/ele/d/toronto-wiremold-wall-grommet-kit-cmk60/6796606716.html
449,multi tool, $10.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-multi-tool/6779379162.html
450,plyers and tape measure, $50.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-plyers-and-tape-measure/6779354337.html
451,MILITARY STYLE WINTER JACKET 3XL - trade or sale, $60.00 ,https://toronto.craigslist.org/tor/clo/d/scarborough-military-style-winter/6791897352.html
452,Signmaking template kit - Milescraft SignCrafter, $55.00 ,https://toronto.craigslist.org/mss/tls/d/signmaking-template-kit-milescraft/6779181536.html
453,Sears Craftsman Router. Model 315.17480, $75.00 ,https://toronto.craigslist.org/tor/tld/d/sears-craftsman-router-model/6779048556.html
454,Brand New 250 PSI 12-volt Air Compressor, $15.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-250-psi-12-volt/6779030029.html
455,Staple gun kit - ARROW, $30.00 ,https://toronto.craigslist.org/tor/tls/d/staple-gun-kit-arrow/6778848347.html
456,BLACK & DECKER SR100 PLUNGE ROUTER - SR100 TYPE 1, $140.00 ,https://toronto.craigslist.org/tor/tls/d/black-decker-sr100-plunge-router-sr100/6778848497.html
457,"Brand New 12""X10"" or 12""X15"" Heavy Duty Paper Cutter", $35.00 ,https://toronto.craigslist.org/tor/hsd/d/north-york-brand-new-12x10-or-12x15/6793210643.html
458,Queen Folding Box Spring - Zinus Brand - BNIB, $220.00 ,https://toronto.craigslist.org/tor/fuo/d/toronto-queen-folding-box-spring-zinus/6793092580.html
459,Electronics power supplies and tools, $20.00 ,https://toronto.craigslist.org/mss/ele/d/electronics-power-supplies-and-tools/6778768465.html
460,Makita 7 Â¼ in (185 mm) circular saw w steel case & 2 carbide blades, $149.00 ,https://toronto.craigslist.org/yrk/tls/d/north-york-makita-7-in-185-mm-circular/6757470537.html
461,ULINE H-6065 rolling tool chest seat, $125.00 ,https://toronto.craigslist.org/tor/tls/d/etobicoke-uline-6065-rolling-tool-chest/6778681495.html
462,"16"" TIE ROD SEPERATOR", $13.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-16-tie-rod-seperator/6778400136.html
463,"New 6"" Dial Caliper/12"" Extra Large LCD Screen SAE/MM Digital Caliper", $30.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-new-6-dial-caliper-12-extra/6778400436.html
464,Brand New Cable Installation Rod Set 12pc 10M, $25.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-cable-installation/6778399626.html
465,BRAND NEW DETAIL SANDER, $35.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-detail-sander/6778001657.html
466,Brand New Biscuit Joiner Kit, $120.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-biscuit-joiner-kit/6778001930.html
467,New 120pc Nylon Screw/Nut Assortment, $9.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-new-120pc-nylon-screw-nut/6778000624.html
468,Brand New Floor Jack/Bottle Jack, $39.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-floor-jack-bottle/6778001296.html
469,Milwaukee Tool 5 inch Random Orbital Sander, $40.00 ,https://toronto.craigslist.org/tor/tls/d/scarborough-milwaukee-tool-5-inch/6777751880.html
470,DEWALT 2.4 amp 1/4 Sheet Palm Grip Sander, $40.00 ,https://toronto.craigslist.org/tor/tls/d/scarborough-dewalt-24-amp-1-4-sheet/6777752292.html
471,"Power Tools, Straight 1/4 inch Die Grinder by Power Fist", $20.00 ,https://toronto.craigslist.org/tor/tls/d/toronto-power-tools-straight-1-4-inch/6777684079.html
472,"WALKER SPARKLING RED LATEST MODEL ""DRIVE"" WITH CASE", $59.00 ,https://toronto.craigslist.org/oak/hab/d/oakville-walker-sparkling-red-latest/6788625412.html
473,Pelican Case. $20 each. Model 1400. (35 Available), $20.00 ,https://toronto.craigslist.org/tor/bpo/d/etobicoke-pelican-case-20-each/6788207843.html
474,Flame Resistant Bib Rain Pant 2XL/Lg, $45.00 ,https://toronto.craigslist.org/tor/for/d/toronto-flame-resistant-bib-rain-pant/6784821770.html
475,Aqua Mix Enrich N Seal (Stone Sealer / Sealant), $125.00 ,https://toronto.craigslist.org/tor/for/d/toronto-aqua-mix-enrich-seal-stone/6787956221.html
476,tool rack / $45.00, $45.00 ,https://toronto.craigslist.org/tor/for/d/scarborough-tool-rack-4500/6787285830.html
477,Work lite, $50.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-work-lite/6776731543.html
478,Nail Gun, $200.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-nail-gun/6776689077.html
479,"TACRO and Staedtler Drafting Tool Sets, Made In Germany", $25.00 ,https://toronto.craigslist.org/tor/clt/d/tacro-and-staedtler-drafting-tool-sets/6787416236.html
480,tool box $ 25  /  forehead light $15, $25.00 ,https://toronto.craigslist.org/tor/mat/d/tool-box-25-forehead-light-15/6803114453.html
481,Stanley Safety Lid Support, $5.00 ,https://toronto.craigslist.org/mss/hsh/d/mississauga-stanley-safety-lid-support/6802657809.html
482,Jig Saw, $75.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-jig-saw/6776461813.html
483,Router, $75.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-router/6776425585.html
484,Biscuit Jointer, $50.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-biscuit-jointer/6776423806.html
485,Sander, $50.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-sander/6776421627.html
486,Mixing Drill, $100.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-mixing-drill/6776414850.html
487,Vintage Hazel Atlas Nut Chopper Handcrank Kitchen Tool, $15.00 ,https://toronto.craigslist.org/yrk/atq/d/richmond-hill-vintage-hazel-atlas-nut/6797853878.html
488,"Lithium Ion Cordless 6-1/2"" Circular Saw 20 Volt Max", $70.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-lithium-ion-cordlesscircular/6776248596.html
489,Brand New 10PC SUPER GLUE, $3.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-10pc-super-glue/6776248836.html
490,"BRAND NEW 32PCS 6"" EXTRA LONG SECURITY BIT SET", $40.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-32pcs-6-extra-long/6776247697.html
491,BRAND NEW 14 PC BALL JOINT ADAPTOR SET, $90.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-14-pc-ball-joint/6776247977.html
492,Arc'teryx Arcteryx Men Alpha LT GORETEX Ski Shell Jacket Blue Large, $500.00 ,https://toronto.craigslist.org/tor/clo/d/arcteryx-arcteryx-men-alpha-lt-goretex/6790478645.html
493,Flame Resistant Bib Rain Pant 2XL/Lg, $45.00 ,https://toronto.craigslist.org/tor/pts/d/toronto-flame-resistant-bib-rain-pant/6784820543.html
494,Brand New Cob Led Work light (2100 lumens), $55.00 ,https://toronto.craigslist.org/tor/hsd/d/north-york-brand-new-cob-led-work-light/6784574526.html
495,bench $ 60, $60.00 ,https://toronto.craigslist.org/tor/pts/d/bench-60/6799339711.html
496,Linksys EA4500 Dual Band Wireless Router with Gigabit and USB, $25.00 ,https://toronto.craigslist.org/tor/sop/d/markham-linksys-ea4500-dual-band/6765122277.html
497,tool box $ 25  /  forehead light $15, $25.00 ,https://toronto.craigslist.org/tor/mat/d/tool-box-25-forehead-light-15/6797732410.html
498,"Brand New 7"" Electric Grinder/Polisher (Variable Speed)", $99.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-7-electric-grinder/6775455344.html
499,Brand New 12' 10 Gauge Booster Cable, $10.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-newgauge-booster-cable/6775455680.html
500,BRAND NEW 18PC RUBBER INSULATED CLAMP, $10.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-18pc-rubber/6775455936.html
501,Steel Filing Cabinet, $30.00 ,https://toronto.craigslist.org/tor/for/d/toronto-steel-filing-cabinet/6796874232.html
502,HSS Drill bits new retail packs, $10.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-hss-drill-bits-new-retail/6753490615.html
503,ORICO CD-ROM Space internal 3.5 inch SATA HDD Frame, $15.00 ,https://toronto.craigslist.org/tor/sop/d/toronto-orico-cd-rom-space-internal-35/6796577890.html
504,"iCAN 3.5"" SATA HDD Enclosure USB 3.0", $20.00 ,https://toronto.craigslist.org/tor/ele/d/toronto-ican-35-sata-hdd-enclosure-usb/6796625177.html
505,"Orico Hard Drive Enclosure3.5""Sata 3.0 USB 3.0 HDD Case", $20.00 ,https://toronto.craigslist.org/tor/sop/d/toronto-orico-hard-drive/6796594177.html
506,ORICO 1105SS Tool Free 3.5 SATA to 5.25 SATA Metal Bracket, $20.00 ,https://toronto.craigslist.org/tor/sop/d/toronto-orico-1105ss-tool-free-35-sata/6796573051.html
507,Table Saw, $125.00 ,https://toronto.craigslist.org/yrk/tls/d/scarborough-table-saw/6775373761.html
508,The Breville Juice & Blend BJB840XL $429.99, $430.00 ,https://toronto.craigslist.org/tor/ppd/d/the-breville-juice-blend-bjb840xl-42999/6795861935.html
509,"White Adjustable Window Screen 10"" Tall (20"" to 37"" Wide)", $25.00 ,https://toronto.craigslist.org/tor/hsh/d/white-adjustable-window-screen-10-tall/6781835115.html
510,Professional Wet/Dry - Vac Brand New Still in Box !, $175.00 ,https://toronto.craigslist.org/tor/hsh/d/scarborough-professional-wet-dry-vac/6775090873.html
511,"Brand New 1-3/4"" Coil Roofing Nailer", $150.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-newcoil-roofing-nailer/6774344008.html
512,"Brand New 4"" CROSS VISE", $70.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-4-cross-vise/6774344281.html
513,"Brand New 36"" x 43"" with 12 Hooks Cargo Net with Nylon Hooks", $10.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-newwith-12-hooks-cargo/6774342155.html
514,FUNNEL - 2L CAPACITY, $2.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-funnel-2l-capacity/6774049188.html
515,"OILER, $4  -  5 oz, BY U LUBE IT", $4.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-oiler-4-5-oz-by-lube-it/6774031080.html
516,"OIL FUNNEL, 2L WITH REMOVAL SPOUT AND FILTER SCREEN", $4.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-oil-funnel-2l-with-removal/6774016567.html
517,"OIL FILTER WRENCH, SWIVEL STYLE", $4.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-oil-filter-wrench-swivel/6774002166.html
518,Brand New Hybrid Polymer industrial air hose, $20.00 ,https://toronto.craigslist.org/tor/bfd/d/north-york-brand-new-hybrid-polymer/6779030204.html
519,BX wire, $100.00 ,https://toronto.craigslist.org/tor/mat/d/scarborough-bx-wire/6778497598.html
520,nails, $2.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-nails/6773714936.html
521,Brand New Manifold Round w/ 3 Couplers, $15.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-manifold-round-3/6773275006.html
522,Brand New Air Tire Inflator Gas Station Style, $13.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-air-tire-inflator/6773275809.html
523,Brad nailer 18 Gauge straight finish nails, $350.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-brad-nailer-18-gauge/6773251945.html
524,bench $ 60.00  forehead light $15, $60.00 ,https://toronto.craigslist.org/tor/mat/d/bench-6000-forehead-light-15/6782883198.html
525,10-Inch Saw Blade, $60.00 ,https://toronto.craigslist.org/yrk/tls/d/thornhill-10-inch-saw-blade/6773173256.html
526,Leatherman Multi Tool Victorinox Huntsman WENGER NEW, $40.00 ,https://toronto.craigslist.org/tor/spo/d/york-leatherman-multi-tool-victorinox/6769759412.html
527,Linksys EA4500 N900 Dual-Band Wi-Fi Router, $55.00 ,https://toronto.craigslist.org/mss/sop/d/mississauga-linksys-ea4500-n900-dual/6777166067.html
528,2 Antique cast iron McCORMICK & IDEAL GIANT tool box lids !, $40.00 ,https://toronto.craigslist.org/tor/clt/d/2-antique-cast-iron-mccormick-ideal/6758111685.html
529,Steel tread plate (2 pieces), $80.00 ,https://toronto.craigslist.org/tor/tls/d/steel-tread-plate-2-pieces/6772864021.html
530,/wash brush/ air filter/ $ 5 each, $5.00 ,https://toronto.craigslist.org/tor/pts/d/wash-brush-air-filter-5-each/6779814478.html
531,BRAND NEW 26PC THICKNESS GAUGE, $5.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-26pc-thickness/6772501395.html
532,Petzl Sama Climbing Harness  NEW IN CARRY BAG Model C21M6, $60.00 ,https://toronto.craigslist.org/mss/spo/d/petzl-sama-climbing-harness-new-in/6779115335.html
533,green coffee table $ 20, $20.00 ,https://toronto.craigslist.org/tor/fuo/d/green-coffee-table-20/6779077431.html
534,220 volt / 4800 watt / heater $ 70.00, $70.00 ,https://toronto.craigslist.org/tor/hsh/d/220-volt-4800-watt-heater-7000/6778426912.html
535,Soldering Bits, $15.00 ,https://toronto.craigslist.org/tor/tls/d/toronto-soldering-bits/6749401092.html
536,BRAND NEW SCALE W/ TAPE 80LBS/35KGS, $9.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-scale-tape-80lbs/6771685260.html
537,Brand New Wood Moisture Meter, $30.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-wood-moisture-meter/6771685541.html
538,50 Pcs Screwdriver And Bits Kit, $25.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-50-pcs-screwdriver-and-bits/6771685839.html
539,Brand New Hybrid Polymer industrial air hose, $20.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-hybrid-polymer/6771686138.html
540,BRAND NEW 12PCS SAFETY SET, $8.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-12pcs-safety-set/6771686446.html
541,"6""X1-1/2""TIRE 70LB/LOAD", $8.00 ,https://toronto.craigslist.org/tor/hsd/d/north-york-6x1-1-2tire-70lb-load/6772501581.html
542,StarTech.com 2.5-Inch to 3.5-Inch SATA SSD/HDD 25SAT35HDD, $15.00 ,https://toronto.craigslist.org/tor/sop/d/markham-startechcom-25-inch-to-35-inch/6755547838.html
543,makita 18 v cordless bandsaw blades, $45.00 ,https://toronto.craigslist.org/tor/tls/d/north-york-makita-18-cordless-bandsaw/6750015493.html
544,ConairPRO Dog 2-in-1 Clipper/Trimmer Kit, $40.00 ,https://toronto.craigslist.org/mss/tls/d/conairpro-dog-2-in-1-clipper-trimmer-kit/6770839151.html
545,"Manual woodworking tools - jointer planers Stanley, Craftsman", $45.00 ,https://toronto.craigslist.org/mss/tls/d/manual-woodworking-tools-jointer/6770888219.html
546,12V Li-ion Cordless Impact Driver Kit, $80.00 ,https://toronto.craigslist.org/tor/tld/d/north-york-12v-li-ion-cordless-impact/6770907806.html
547,Impact Wrench - CP-7769, $250.00 ,https://toronto.craigslist.org/mss/tls/d/mississauga-impact-wrench-cp-7769/6771063137.html
,," $64,020.00 ",